tokens	ner_tags
['inşallah', 'bi', 'gün', 'elektrik', 'faturasına', 'birlikte', 'oha', 'deriz', ':', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['""', 'Yakınlık', ',', 'uzaklıktan', 'daha', 'sıkıntılıdır', '.', 'Çünkü', 'her', 'yakınlıkta', 'kaybetme', 'korkusu', ',', 'uzaklıkta', 'ise', 'kavuşma', 'ümidi', 'vardır', '.', '""', '(', 'Prison', 'Break', ')', '""']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O']
['Duygu', 'teyze', 'cok', 'tatli', 'lan']	['B-PERSON', 'O', 'O', 'O', 'O']
['Daha', 'kendi', 'duygularini', 'kontrol', 'edemiyosun', ',', 'nereye', 'cekersen', 'oraya', 'gidiyosun', 'cahil', 'insan', 'iste', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['BuSevdaÖleneKadar', 'GALATASARAYım', 'BuSevdaÖleneKadar', 'GALATASARAYım', 'BuSevdaÖleneKadar', 'GALATASARAYım', 'BuSevdaÖleneKadar', 'GALATASARAYım', 'GALATASARAY', 'GALATASARAY', 'GALATASARAY', 'GALATASARAY']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'B-ORGANIZATION', 'B-ORGANIZATION', 'B-ORGANIZATION']
['geceyi', 'sana', 'yazdım']	['O', 'O', 'O']
['Bisiklet', 'sürerken', 'art', 'arda', 'pedalları', 'çevirip', 'hız', 'kazandktan', 'sonra', ',', 'Pedalları', 'o', 'müthiş', 'huzurla', 'ters', 'yöne', 'çevirerek', 'huzur', 'bulduğum', 'yıllar', 'vardı']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Simdi', 'gunes', 'zavrak', 'hakkinda', 'yarisma', 'baslatiyorum', 'herkes', 'katila', 'bilir']	['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']
['Ahh', 'İstanbul', 'ahhh']	['O', 'B-LOCATION', 'O']
['Bize', 'Vatan', 'delisi', 'diyorlar', ',', 'kafayı', 'vatanla', 'bozmuşsunuz', 'diyorlar', '!', 'Çok', 'şükür', 'kafamız', 'bozuk', ',', 'kanımız', 'değil', '.', '.', '!']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Soğuk', 'espirilerimin', 'mağdurusunuz']	['O', 'O', 'O']
['artık', 'hiç', 'güzel', 'görünmüyorsun', 'gözüme', 'lanet', 'olası', 'bir', 'pislik', 'gibisin']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Fethiyedeyim', 'burası', 'çok', 'sıcak', 've', 'güzel', 'bisiklet', 'sürüyorum', 'denize', 'giriyorum', 'tatili', 'yaşıyorum', '#', 'Fun', 'Fethiye']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION']
['Ulan', 'hemsire', 'bile', 'olamamis', 'fabrikada', 'revirinde', 'bilgisayar', 'kullanmiyor', 'ama', 'sanırsın', 'beyin', 'ameliyati', 'yapıyor', 'o', 'nasıl', 'havalar', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Ayça', 'geliyooo', ':', 'd', '.', 'D', ':', ':', 'D', ':', 'D']	['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['İyikiDoğdunAslanYürekli', 'SabriSarıoğlu']	['O', 'B-PERSON']
['bence', 'herkesin', 'gözlerini', 'kapatıp', 'dinlemesi', 'şartt', ':', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['bitmeyen', 'hafta', 'yapmışlar', '.']	['O', 'O', 'O', 'O']
"['Adapazarı', ""'"", 'nda', 'oturan', 'varsa', 'göruşebiliriz', '.']"	['B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O']
['birileri', 'sevdiğini', 'söylediği', 'için', 'kaybederken', 'birileri', 'de', 'gururuna', 'yedirip', 'söyleyemediği', 'için', 'kaybediyor', ',', 'siz', 'hangi', 'taraftasınız', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Sac', 'benim', 'beyaz', 'benim', 'canim', 'istemiyor', 'boyatmak', 'net', 'yani', 'ilkokulluya', 'mi', 'baglayalim', ':', 'D']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Özlediğim', 'insanların', '.', 'yanında', 'olan', 'insanları', 'kıskanıyorum', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bu', 'gunun', 'en', 'guzel', 'yani', 'ablam', 'geldii']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Maalesef', 'hakkımda', 'bütün', 'korktukların']	['O', 'O', 'O', 'O']
['#', 'akphatalari', 'SBS', 'de', 'bir', 'okul', 'kazanamayanları', 'meslek', 'lisesine', 'gitmeye', 'mecbur', 'etmek', 'büyük', 'bir', 'haksızlık', 'akp']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION']
['Kıskanmayı', 'beceremeyip', 'direk', 'öldürmek', 'isteyenler', 'olarak', 'çok', 'tatlıyız', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bisiklet', 'sürerken', 'art', 'arda', 'pedalları', 'çevirip', 'hız', 'kazandktan', 'sonra', ',', 'Pedalları', 'o', 'müthiş', 'huzurla', 'ters', 'yöne', 'çevirerek', 'huzur', 'bulduğum', 'yıllar', 'vardı']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['helal', 'olsun', 'aşk', 'olsun']	['O', 'O', 'O', 'O']
"['""', 'Sen', '.', '.', '.', 'Pardon', 'siz', 'demeliydim', '.', '.', '.', 'Siz', 'iki', 'yüzlüydünüz', '?', 'Ben', 'yanlışlıkla', 'hanginizi', 'sevdim', '?', '""']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bişey', 'oluyor', 've', 'asla', 'eskisi', 'gibi', 'olamıyorsun', 'ya', ',', 'o', 'çok', 'kötü', 'bişey', 'işte', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Ve', 'anlıyorum', ',', 'tanıyorum', '.', 'söylediğim', 'hiç', 'birşeyi', 'senden', 'beklemedim', 've', 'hâlâ', 'beklemiyorum', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Kızmak', 'yaşanmamış', 'bir', 'sevginin', 'dışa', 'vurumudur', '.', 'Babam', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Daha', 'önemli', 'nokta']	['O', 'O', 'O']
['Sessizliği', 'dinle', 'söyleyecek', 'cok', 'seyı', 'varr', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bilkent', 'veya', 'ODTÜ', 'içindeki', 'ormanlar', 'yanıyor', '.', '.', '.', 'Alevler', 'gölbaşından', 'gözüküyor', 'gölbaşı']	['B-ORGANIZATION', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION']
['Gec', 'cevap', 'atilmasindan', 'okadar', 'nefret', 'ediyorum', 'ki', 'isin', 'varsa', 'soylersin', 'ona', 'gore', 'yeter', 'valla']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bazen', 'sadece', 'cuma', 'gununu', 'bekledigim', 'icin', 'calistigimi', 'hissediyorum', '.', 'ne', 'mubarek', 'gunmus', ':', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Dizilerde', 'cep', 'numarası', 'söylerken', '""', 'sıfır', 'beş', 'yüz', '.', '.', '""', 'deyip', 'kesiyorlar', 'hemen', '.', 'İşimiz', 'gücümüz', 'yok', 'o', 'numarayı', 'arıyacaz', 'sanki', '.', '.', '.', 'Ben', 'ararım', 'valla', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['MuratBoz', 'ÜçArtıBire', 'KonukOlsun', 'ÜçArtıBir']	['B-PERSON', 'O', 'O', 'B-MISC']
['Kan', 'benim', 'damar', 'benim', 'hadi', 'eyv', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['İnsanların', 'iyi', 'niyetli', ',', 'namuslu', ',', 'şerefli', 'olduklarını', 'düşündüğüm', 'zamanlarda', 'çok', 'mutluydum', ',', 'yoruluyorum', 'kendimi', 'korumaktan', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['EEE', 'GENÇLER', 'HADİ', 'O', 'ZAMAN', 'MEZUNİYET', 'FOTOLARI', 'PROFİLLERE']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['""', 'Su', 'aşağı', 'kızım', 'yukarı', '""', 'diyo', 'annem', 'haha', ':', 'D', ':', 'D', ':', 'd']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['O', 'uykulu', 'salak', 'hallerini', 'görmeyi', 'istediğim', 'bi', 'adam', 'var', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Öyle', 'bir', 'an', 'gelir', 'ki', ';', 'kocaman', 'kocaman', 'sarılmak', 'istediğin', 'insana', ',', 'küçücük', 'bir', ""'"", 'merhaba', ""'"", 'dersin', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['BuSevdaÖleneKadar', 'GALATASARAYım', 'GALATASARAY']	['O', 'O', 'B-ORGANIZATION']
['Anzelle', 'havuz', 'keyfi', ':', ')', 'Anzel']	['O', 'O', 'O', 'O', 'O', 'B-PERSON']
"['Hala', 'külkedisi', ""'"", 'ne', 'inananlar', 'var', '.', 'hangi', 'kadın', 'verilen', 'ilk', 'ayakkabıyı', 'beğenip', 'de', 'giyer', 'lan', ',', 'salak', 'mısınız', '?']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['BU', 'YAZ', 'BİLEKLERDE', 'ALTININ', 'SİYAH', ',', 'BEYAZ', 'VE', 'PEMBE', 'HALLERİ', 'VAR', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Fotoğrafının', 'altına', 'merhaba', 'kızlar', 'yazmayan', 'erkek', 'kaldı', 'mı', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['En', 'gidici', 'gozukeni', 'kaldi', ',', 'en', 'beklenmeyeni', 'gidiyor', '.', 'Ucu', 'kaliyor', 've', 'ucu', 'kalip', 'birinin', 'gelmesini', 'bekliyor', '.', 'Hepsinin', 'icinde', 'burukluk', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['İçin', 'ağlasa', 'da', 'kim', 'duyar', 'seni', '?', '.', 'Kim', 'anlar', 'dışarıdan', 'olup', 'biteni', '?', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Ah', 'beni', 'benden', 'aldın', 'esmer']	['O', 'O', 'O', 'O', 'O']
['falan', 'diyo', 'sonra', 'siz', 'tabi', 'ego', 'loading']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Yeni', 'sezon', 'gri', 've', 'siyah', 'formalarimiz', 'mukemmel', 'olmus', 'ellerinize', 'saglik']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['GERÇEK', 'FENEBAHÇELİLERİ', 'BEKLİYORUM', 'KENETLENME', 'ZAMANI', 'TEK', 'AŞKIMIZ', 'FENERBAHÇE', 'FENEBAHÇE', 'FENERBAHÇE']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'B-ORGANIZATION']
['kaybettiğimiz', 'insanlarımızın', 'ailesine', 'mektup', '.', '.', 'birçok', 'insanla', 'iletişime', 'geçtik', ',', 'bakalım', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Zannedersin', 'ki', 'adamı', 'leylekler', 'getirdi', '.', 'Ya', 'da', 'o', 'zanneder', '.', 'Her', 'neyse', 'işte', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Fate', '-', 'Dünden', 'farkı', 'yok']	['B-MISC', 'O', 'O', 'O', 'O']
['#', 'np', 'Ahmet', 'Şafak', '-', 'Yalnız', 'Kurt']	['O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-MISC', 'I-MISC']
['Annem', 'lazanya', 'almis', 'bana', 'soruyo', 'bunu', 'nasil', 'yapicam', 'diye', '.', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['arkadaslar', 'bence', 'takıp', 'etmeyın', 'bu', 'hesabı', 'kaptıcam', 'cunkuu']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hayırlı', 'Cumalar', 'herkeseee', '!']	['O', 'O', 'O', 'O']
"['I', ""'"", 'm', 'at', 'Panora', 'Tepe', '(', 'Ankara', ',', 'Türkiye', ')']"	['O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'O']
['#', 'fizyoterapist', 'ler', 'ikincil', 'tagimiz', '#', 'FztDytPsg', 'seklinde', 'hemen', 'yayalim', 'bu', 'aksam', 'saat', 'onda', 'bulusuyoruz']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['stresimi', 'böle', 'tatlı', 'anlatmaz', 'mı', 'iyiki', 'var', 'dediğim', ',', 'süpersinn']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Niye', 'hep', 'futbol', 'konusu', 'açıldığında', 'Salih', 'Uçan', 'nı', 'örnek', 'veriyorsunuz', 'oda', 'buca', 'bende', 'bucada', 'oynadığımdan', 'mı', 'ne', 'yani', '?', 'buca']	['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION']
['geceden', 'korkardım', 'çocukken', 'büyüdügümde', 'en', 'büyük', 'sırdaşımın', 'gece', 'olacagını', 'nerden', 'bilebilirdim', 'ki']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['#', 'DamlaSönmezCandır', 'RT', 'YAPALIM', 'LÜTFEN', 'destek', 'DamlaSönmez']	['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON']
"['""', 'Sayısız', 'penceren', 'vardı', 'bir', 'bir', 'kapattım', '.', 'Bana', 'dönesin', 'diye', 'bir', 'bir', 'kapattım', '.', '""']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Ağlayan', 'kız', 'önemsiyordur', '.']	['O', 'O', 'O', 'O']
['Dun', 'gece', 'yatagima', 'uzanip', 'yildizlara', 'baktim', ',', 'seni', 'dusundum', 've', 'dedimki', ';', '-', 'bu', 'evin', 'catısı', 'nerde', 'lann', ':', 'D']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Furkanı', 'kendisiyle', 'evlendirme', 'merasimine', 'hoş', 'gelmiş', 'bulunuyoruz', 'Furkan']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON']
['Toplamayin', 'su', 'odami', 'bulamiyorum', 'hic', 'bi', 'sey']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['mutluluk', 'aksam', 'ezanında', 'ıftar', 'acarken', 'ıctıgın', 'bı', 'yudum', 'suyun', 'serınlıgıdır_']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Telefonum', 'fakirlikten', 'kurtuldu', 'mutluyum', 'asdjkgkmgm']	['O', 'O', 'O', 'O', 'O']
['Rüşvetle', ',', 'yolsuzlukla', ',', 'iktidara', 'yakinliğiyla', 'elde', 'ettikleri', 'kazançlarıni', 'karnına', 'doldurup', 'o', 'karinla', 'ortalıkta', 'dolaşanlara', 'ne', 'demeli', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Benden', 'elektrik', 'alamıyormuş', '.', 'Sende', 'kaçak', 'varsa', 'ben', 'ne', 'yapayım', '!']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['bu', 'akşam', 'eminönüne', 'akanzee', 'D', ':', 'eminönü']	['O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION']
['Yaşasın', 'tam', 'bağımsız', 'ruh', 'hastaları']	['O', 'O', 'O', 'O', 'O']
['Eğer', 'ki', 'hırslıyım', ',', 'ders', 'notu', 'için', 'babamı', 'satarım', ',', 'yalan', 'söylerim', ',', 'bencilim', 'diyorsanız', 'üni', 'cennet', 'olur', 'çünkü', 'burada', 'türevlerinizden', 'bolca', 'var', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Yeryüzünde', 'İslama', 've', 'Müslümanlara', 'savaş', 'açılmışken', ',', 'çiçekle', 'böcekle', 'kardeşlikle', 'uğraşanları', 'kınıyorum', '.', 'DiyanetinHutbesi', 'ÜmmeteHakarettir', 'Diyanet']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION']
['Vatan', ',', 'onu', 'parsel', 'parsel', 'satanların', 'değil', ';', 'uğrunda', 'darağacına', 'gidenlerin', 'vatanıdır', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['TERAZİ', ':', 'kendisine', 'yapılan', 'kötülüğü', 'aradan', 'yıllar', 'geçse', 'bile', 'unutmaz', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Mahşer', 'günü', 'gölgelencek', '7', 'sınıftan', '2', '.', 'si', 'ömrünü', 'ibadet', 'neşvesi', 'içinde', 'geçiren', 'genç', '3', '.', 'mescidlere', 'kalbi', 'bağlı', 'olan', 'kimse', '#', 'HaydiGençlerİTİKAFa']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['O', 'telefonun', 'durup', 'durup', 'çalmıyorsa', ',', 'işte', 'seni', 'aramayan', 'o', 'kişi', 'benımm']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Güncellemez', 'olaydım', '.']	['O', 'O', 'O']
['Ben', 'sıkılmıyım', ':', '(']	['O', 'O', 'O', 'O']
['aslında', 'beklediğin', 'cevap', 'başka', 'yollardan', 'gelebilir', ':', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Uğur', 'Işılak', '-', 'Gelmesin', ':']	['B-PERSON', 'I-PERSON', 'O', 'B-MISC', 'O']
['3gündür', 'uyumuyorum', 'adam', 'akıllı', 'hale', 'bak']	['O', 'O', 'O', 'O', 'O', 'O']
['DiyanetinHutbesi', 'ÜmmeteHakarettir', 'hükümet', 'yakında', 'bu', 'hütbeyi', 'yazanları', 'hepsini', 'görevden', 'alır', '.', '.', 'çünkü', 'doğruları', 'duymak', 'zorlarına', 'gidiyor', 'Diyanet']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION']
['Mail', 'gelecek', 'diye', 'videoyu', 'durduruyorum', '.', 'askjdhakjdhkasj', 'allağmasjdhaskjdas', 'Devrelerim', 'yandısdjsadkas']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hiçbir', 'zulüm', 'asla', 'sonsuza', 'dek', 'sürmez', ':']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['İyi', 'de', 'değilim', ',', 'kötü', 'de', 'değilim', '.', 'Ne', 'yaptığım', 'konusunda', 'bir', 'fikrim', 'yok', '.', 'Vakit', 'geçsin', 'diye', 'yaşıyorum', 'yani', '.', 'Allah', 'benim', 'belamı', 'vermiş', 'bence', 'asd']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Ceyhun', 'yeter', 'kanka']	['B-PERSON', 'O', 'O']
['yarensiz', 'bi', 'yaz', '.', 'düşüncesi', 'bile', 'kötü', 'yaren']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON']
['Bazı', 'insanların', 'beyni', 'makarnadan', 'sanırım', '!']	['O', 'O', 'O', 'O', 'O', 'O']
['Ayakta', 'uyutulmak', 'hobilerimden', '.']	['O', 'O', 'O', 'O']
['Başkalarından', 'daha', 'iyi', 'olmana', 'gerek', 'yok', 'sadece', 'doğru', 'insan', 'için', 'en', 'iyisi', 'ol']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Yine', 'modele', 'pembe', 'mezarlık', 'demişim', '.', 'Az', 'dalga', 'geçmediler', 'sırf', 'bu', 'yüzden', '.', 'Model', 'ne', 'yia', 'pembe', 'mezarlık', 'daha', 'marjinal', '.', 'model', 'pembe', 'mezarlık', 'Model', 'pembe', 'mezarlık']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'B-MISC', 'I-MISC', 'B-MISC', 'B-MISC', 'I-MISC']
['Bodruma', '1', 'hafta', 'diye', 'gelip', '1', 'ay', 'kalan', 'ilk', 'benim', 'heralde', 'Bodrum']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION']
['#', 'HaydiGençlerİTİKAFa', 'yaşlı', 'amcalar', 'alınmasın', 'sonra', ':', '-', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['daha', 'fazla', 'yalvarıpta', 'ezdiremem', 'kendimi', 'gelen', 'gelir', 'gelmeyene', 'zorla', 'gel', 'diyemem']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['İcerim', 'ben', 'bu', 'aksaaaam']	['O', 'O', 'O', 'O']
['Oruç', 'tutmak', 'açları', 'anlamak', 'için', 'değilmi', 'zaten', 'ben', 'çok', 'iyi', 'anladım', 'bu', 'kadarı', 'yetmezmii', '?', ':', '(']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Pardon', 'mesajlarıniza', 'cevap', 'veremiyorum', ':', 'D', ':', 'D', ':', 'D', 'atmıyosunuzda']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['bu', 'dizi', 'baya', 'sardı', ':', 'D']	['O', 'O', 'O', 'O', 'O', 'O']
['Boğaz', 'ağrısından', 'ölcem', 'ya']	['O', 'O', 'O', 'O']
['Bazen', 'hayallerinle', 'uçup', ',', 'gerçeğe', 'konabiliyorsun', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['#', 'justice4jyjalready', 'hadş', 'sm', 'i', 'çökertmeye', 'gidelim', 'bu', 'çok', 'iyi', 'bir', 'fikir', 'bak', 'koreye', 'gittiğimde', 'ikinci', 'işim', 'olacak', 'kore']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION']
['üye', 'olmiyan', 'kalmasın', 'MERSİN', '.', '.', '.']	['O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O']
['bu', 'sıcakta', 'oruclu', 'oruçlu', 'bernanın', 'pesine', 'takılmam', 'akıl', 'kârı', 'bi', 'iş', 'degil', ':', 'D', 'berna']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON']
"['ALAYKÖY', ""'"", 'DE', 'YANGIN']"	['B-LOCATION', 'O', 'O', 'O']
['kürtaj', 'benim', 'en', 'doğal', 'hakkım', 'diyenler', 'birden', 'çocuklarını', 'sahiplenir', 'oldular', '.', 'Allah', 'akıl', 'fikir', 'versin', 'bukalemundan', 'farkı', 'olmayan', 'bu', 'insanlara', '!']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Güzeldi', 'orasi', 'ya', 'yakanlarin', 'da', 'elleri', 'yansin', '!']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Kıskandırma', 'çabalarında', ':', 'D', ':', 'D', '.', 'd', ':', 'DDd']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['cuma', 'günlerini', 'çocuğum', 'olsa', 'bu', 'kadar', 'sevmem', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Tam', '1', 'hafta', 'oldu', 'bugün']	['O', 'O', 'O', 'O', 'O']
